year,data_year,list,rank,company,status,prior_year_closings,prior_year_gross_revenue,prior_year_rank,firm_url
2004,2003,top100,0,Gateway Homes,,0,$0,N/A,https://www.builderonline.com/firms/gateway-homes
2004,2003,top100,0,Frontiers Community Builders,,0,$0,N/A,https://www.builderonline.com/firms/frontiers-community-builders
2004,2003,top100,1,D.R. Horton,p,"37,662","$9,188",1,https://www.builderonline.com/firms/dr-horton
2004,2003,top100,2,Pulte Homes,p,"32,693","$9,000",2,https://www.builderonline.com/firms/pulte-homes
2004,2003,top100,3,Lennar Corp.,,"32,180","$8,908",3,https://www.builderonline.com/firms/lennar-corp
2004,2003,top100,4,Centex Corp.,p,"29,858","$10,810",4,https://www.builderonline.com/firms/centex-corp
2004,2003,top100,5,KB Home,p,"23,407","$5,850",5,https://www.builderonline.com/firms/kb-home
2004,2003,top100,6,Beazer Homes,p,"15,535","$3,287",6,https://www.builderonline.com/firms/beazer-homes-usa
2004,2003,top100,7,The Ryland Group,p,"14,724","$3,444",7,https://www.builderonline.com/firms/the-ryland-group
2004,2003,top100,8,NVR,p,"12,050","$3,687",8,https://www.builderonline.com/firms/nvr
2004,2003,top100,9,Hovnanian Enterprises,p,"11,531","$3,202",9,https://www.builderonline.com/firms/hovnanian-enterprises
2004,2003,top100,10,M.D.C. Holdings,p,"11,211","$2,920",10,https://www.builderonline.com/firms/mdc-holdings
2004,2003,top100,11,Standard Pacific Corp.,p,"8,213","$2,707",11,https://www.builderonline.com/firms/standard-pacific-corp
2004,2003,top100,12,Technical Olympic USA,p,"6,135","$1,688",13,https://www.builderonline.com/firms/technical-olympic-usa
2004,2003,top100,13,Shea Homes,,"5,878","$2,381",12,https://www.builderonline.com/firms/shea-homes
2004,2003,top100,14,Meritage Corp.,p,"5,642","$1,471",14,https://www.builderonline.com/firms/meritage-corp
2004,2003,top100,15,Toll Brothers,p,"4,911","$2,775",15,https://www.builderonline.com/firms/toll-brothers
2004,2003,top100,16,Weyerhaeuser Real Estate Co.,p,"4,626","$2,019",17,https://www.builderonline.com/firms/weyerhaeuser-real-estate-co
2004,2003,top100,17,Habitat for Humanity International,,"4,532",$158,16,https://www.builderonline.com/firms/habitat-for-humanity-international
2004,2003,top100,18,Choice Homes,,"4,394",$541,20,https://www.builderonline.com/firms/choice-homes
2004,2003,top100,19,M/I Homes,p,"4,148","$1,075",19,https://www.builderonline.com/firms/m-i-homes
2004,2003,top100,20,Mercedes Homes,,"4,101",$810,24,https://www.builderonline.com/firms/mercedes-homes
2004,2003,top100,21,Kimball Hill Homes,,"3,678",$863,21,https://www.builderonline.com/firms/kimball-hill-homes
2004,2003,top100,22,Morrison Homes,p,"3,667",$998,22,https://www.builderonline.com/firms/morrison-homes
2004,2003,top100,23,2004 David Weekley Homes,,"3,549",$949,23,https://www.builderonline.com/builder-100-listing/2004-david-weekley-homes/
2004,2003,top100,24,Jim Walter Homes,p,"3,523",$277,18,https://www.builderonline.com/firms/jim-walter-homes
2004,2003,top100,25,The Villages of Lake Sumter,,"3,329",$668,31,https://www.builderonline.com/firms/the-villages-of-lake-sumter
2004,2003,top100,26,MHI,,"3,165",$631,26,https://www.builderonline.com/firms/mhi
2004,2003,top100,27,Dominion Homes,p,"3,070",$563,27,https://www.builderonline.com/firms/dominion-homes
2004,2003,top100,28,Woodside Group,,"2,924",$845,29,https://www.builderonline.com/firms/woodside-group
2004,2003,top100,29,Drees Homes,,"2,914",$914,25,https://www.builderonline.com/firms/drees-homes
2004,2003,top100,30,William Lyon Homes,p,"2,804","$1,215",28,https://www.builderonline.com/firms/william-lyon-homes
2004,2003,top100,31,Holiday Builders,,"2,750",$336,33,https://www.builderonline.com/firms/holiday-builders
2004,2003,top100,32,C.P. Morgan,,"2,414",$326,32,https://www.builderonline.com/firms/cp-morgan
2004,2003,top100,33,Pasquinelli Construction Co.,,"2,361",$429,35,https://www.builderonline.com/firms/pasquinelli-construction-co
2004,2003,top100,34,Highland Homes,,"2,359",$565,34,https://www.builderonline.com/firms/highland-homes
2004,2003,top100,36,American West Homes,,"2,336",$577,30,https://www.builderonline.com/firms/american-west-homes
2004,2003,top100,37,WCI Communities,p,"2,119","$1,452",39,https://www.builderonline.com/firms/wci-communities
2004,2003,top100,38,Transeastern Properties,,"1,847",$413,56,https://www.builderonline.com/firms/transeastern-properties
2004,2003,top100,39,WL Homes,,"1,806",$744,38,https://www.builderonline.com/firms/wl-homes
2004,2003,top100,40,GL Homes of Florida,,"1,795",$681,49,https://www.builderonline.com/firms/gl-homes-of-florida
2004,2003,top100,41,MDC Homes,,"1,694",$348,47,https://www.builderonline.com/firms/mdc-homes
2004,2003,top100,42,Taylor Woodrow Homes,p,"1,629","$1,133",77,https://www.builderonline.com/firms/taylor-woodrow-homes
2004,2003,top100,44,John Wieland Homes and Neighborhoods,,"1,608",$606,45,https://www.builderonline.com/firms/john-wieland-homes-and-neighborhoods
2004,2003,top100,45,Royce Homes,,"1,605",$383,41,https://www.builderonline.com/firms/royce-homes
2004,2003,top100,46,The Rottlund Co.,,"1,546",$343,40,https://www.builderonline.com/firms/the-rottlund-co
2004,2003,top100,47,Brookfield Homes Corp.,p,"1,528","$1,023",42,https://www.builderonline.com/firms/brookfield-homes-corp
2004,2003,top100,48,Robson Resort Communities,,"1,463",$416,44,https://www.builderonline.com/firms/robson-resort-communities
2004,2003,top100,49,Orleans Homebuilders,p,"1,424",$434,52,https://www.builderonline.com/firms/orleans-homebuilders
2004,2003,top100,50,Ashton Woods Homes,,"1,414",$585,54,https://www.builderonline.com/firms/ashton-woods-homes
2004,2003,top100,51,McBride & Son Enterprises,,"1,411",$365,58,https://www.builderonline.com/firms/mcbride-son-enterprises
2004,2003,top100,52,Town & Country Homes,,"1,400",$330,50,https://www.builderonline.com/firms/town-country-homes
2004,2003,top100,52,Fulton Homes,,"1,400",$321,48,https://www.builderonline.com/firms/fulton-homes
2004,2003,top100,54,Neumann Homes,,"1,344",$356,55,https://www.builderonline.com/firms/neumann-homes
2004,2003,top100,56,Bowen Family Homes,,"1,328",$223,68,https://www.builderonline.com/firms/bowen-family-homes
2004,2003,top100,58,ALH II,,"1,274",$179,51,https://www.builderonline.com/firms/alh-ii
2004,2003,top100,59,St. Joe Co.,p,"1,241",$761,N/A,https://www.builderonline.com/firms/st-joe-co
2004,2003,top100,60,Trend Homes,,"1,233",$189,67,https://www.builderonline.com/firms/trend-homes
2004,2003,top100,61,The Corky McMillin Cos.,,"1,225",$558,65,https://www.builderonline.com/firms/the-corky-mcmillin-cos
2004,2003,top100,62,Avatar Holdings,p,"1,193",$253,71,https://www.builderonline.com/firms/avatar-holdings
2004,2003,top100,64,California Homes,,"1,167",$340,79,https://www.builderonline.com/firms/california-homes
2004,2003,top100,67,Lakewood Homes,,"1,059",$266,53,https://www.builderonline.com/firms/lakewood-homes
2004,2003,top100,68,Crosswinds Communities,,"1,045",$277,43,https://www.builderonline.com/firms/crosswinds-communities
2004,2003,top100,69,Levitt and Sons,p,"1,029",$230,72,https://www.builderonline.com/firms/levitt-and-sons
2004,2003,top100,70,Castle & Cooke,,"1,022",$496,86,https://www.builderonline.com/firms/castle-cooke
2004,2003,top100,71,Fischer Homes,,"1,008",$199,66,https://www.builderonline.com/firms/fischer-homes
2004,2003,top100,72,Davis Homes,,"1,002",$159,57,https://www.builderonline.com/firms/davis-homes
2004,2003,top100,73,Ball Homes,,992,$155,69,https://www.builderonline.com/firms/ball-homes
2004,2003,top100,74,MJC Cos.,,983,$178,129,https://www.builderonline.com/firms/mjc-cos
2004,2003,top100,75,Polygon Northwest Co.,,974,$251,70,https://www.builderonline.com/firms/polygon-northwest-co
2004,2003,top100,76,ICI Homes,,972,$325,82,https://www.builderonline.com/firms/ici-homes
2004,2003,top100,78,Capital Pacific Holdings,p,934,$373,93,https://www.builderonline.com/firms/capital-pacific-holdings
2004,2003,top100,79,Century Homebuilders,,885,$201,63,https://www.builderonline.com/firms/century-homebuilders
2004,2003,top100,80,The Mitchell Co.,,876,$158,96,https://www.builderonline.com/firms/the-mitchell-co
2004,2003,top100,81,Warmington Homes California,,846,$289,74,https://www.builderonline.com/firms/warmington-homes-california
2004,2003,top100,82,2004 Legend Home Corp.,,845,$131,N/A,https://www.builderonline.com/builder-100-listing/2004-legend-home-corp/
2004,2003,top100,84,Dunmore Homes,,835,$258,110,https://www.builderonline.com/firms/dunmore-homes
2004,2003,top100,84,Kalian Cos./Reeves Williams,,835,$158,84,https://www.builderonline.com/firms/kalian-cos-reeves-williams
2004,2003,top100,86,Brown Family Communities,,832,$133,88,https://www.builderonline.com/firms/brown-family-communities
2004,2003,top100,87,Landstar Homes,,805,$260,107,https://www.builderonline.com/firms/landstar-homes
2004,2003,top100,88,Cambridge Homes,,782,$188,N/A,https://www.builderonline.com/firms/cambridge-homes
2004,2003,top100,89,Astoria Homes,,780,$158,111,https://www.builderonline.com/firms/astoria-homes
2004,2003,top100,90,Fieldstone Communities,,776,$309,79,https://www.builderonline.com/firms/fieldstone-communities
2004,2003,top100,91,DRB Group,,758,$175,N/A,https://www.builderonline.com/firms/drb-group
2004,2003,top100,92,Brayson Homes,,752,$126,89,https://www.builderonline.com/firms/brayson-homes
2004,2003,top100,93,Inland Homes,,748,$147,116,https://www.builderonline.com/firms/inland-homes
2004,2003,top100,94,Ole South Properties,,743,$86,100,https://www.builderonline.com/firms/ole-south-properties
2004,2003,top100,95,Reynen & Bardis Development,,737,$326,N/A,https://www.builderonline.com/firms/reynen-bardis-development
2004,2003,top100,96,Century Vintage Homes,,735,$160,97,https://www.builderonline.com/firms/century-vintage-homes
2004,2003,top100,97,Sunrise Co.,,719,$255,N/A,https://www.builderonline.com/firms/sunrise-co
2004,2003,top100,98,Lakemont Homes,,718,$215,N/A,https://www.builderonline.com/firms/lakemont-homes
2004,2003,top100,100,The Olson Co.,,701,$306,N/A,https://www.builderonline.com/firms/the-olson-co
2004,2003,top100,101,Eastwood Homes,,672,$96,N/A,https://www.builderonline.com/firms/eastwood-homes
2004,2003,top100,102,Hacienda Builders,,666,$121,N/A,https://www.builderonline.com/firms/hacienda-builders
2004,2003,top100,103,JTS Communities,,660,$325,N/A,https://www.builderonline.com/firms/jts-communities
2004,2003,top100,104,Ivory Homes,,657,$173,N/A,https://www.builderonline.com/firms/ivory-homes
2004,2003,top100,105,Gemcraft Homes,,651,$165,N/A,https://www.builderonline.com/firms/gemcraft-homes
2004,2003,top100,106,Hunt Building Co.,,645,$303,N/A,https://www.builderonline.com/firms/hunt-building-co
2004,2003,top100,108,Albert D. Seeno Construction,,629,$307,N/A,https://www.builderonline.com/firms/albert-d-seeno-construction
2004,2003,top100,109,Young Homes,,618,$0,N/A,https://www.builderonline.com/firms/young-homes
2004,2003,next100,110,John Mourier Construction,,617,$224,N/A,https://www.builderonline.com/firms/john-mourier-construction
2004,2003,next100,111,Great Western Homes,,617,$81,N/A,https://www.builderonline.com/firms/great-western-homes
2004,2003,next100,112,Main Street Homes,,613,$73,N/A,https://www.builderonline.com/firms/main-street-homes
2004,2003,next100,113,Park Square Homes,,601,$139,N/A,https://www.builderonline.com/firms/park-square-homes
2004,2003,next100,114,TK Constructors,,601,$69,N/A,https://www.builderonline.com/firms/tk-constructors
2004,2003,next100,115,Barratt American,,598,$216,N/A,https://www.builderonline.com/firms/barratt-american
2004,2003,next100,116,Whittaker Builders,,594,$121,N/A,https://www.builderonline.com/firms/whittaker-builders
2004,2003,next100,117,Ryan Building Group,,584,$160,N/A,https://www.builderonline.com/firms/ryan-building-group
2004,2003,next100,118,Veridian Homes,,579,$135,N/A,https://www.builderonline.com/firms/veridian-homes
2004,2003,next100,119,AR Homes,,571,$282,N/A,https://www.builderonline.com/firms/ar-homes
2004,2003,next100,120,Maracay Homes Arizona,,570,$142,N/A,https://www.builderonline.com/firms/maracay-homes-arizona
2004,2003,next100,121,Palmetto Traditional Homes,,570,$90,N/A,https://www.builderonline.com/firms/palmetto-traditional-homes
2004,2003,next100,122,Classic Homes,,567,$188,N/A,https://www.builderonline.com/firms/classic-homes
2004,2003,next100,123,Windward Homes,,566,$88,N/A,https://www.builderonline.com/firms/windward-homes
2004,2003,next100,124,Seda Construction Co.,,566,$101,N/A,https://www.builderonline.com/firms/seda-construction-co
2004,2003,next100,125,Tadian Homes,,563,$157,N/A,https://www.builderonline.com/firms/tadian-homes
2004,2003,next100,126,Van Metre Cos.,,549,$356,N/A,https://www.builderonline.com/firms/van-metre-cos
2004,2003,next100,128,Meridian Homes of Georgia,,544,$85,N/A,https://www.builderonline.com/firms/meridian-homes-of-georgia
2004,2003,next100,129,Sivage-Thomas Homes,,537,$76,N/A,https://www.builderonline.com/firms/sivage-thomas-homes
2004,2003,next100,130,M.W. Johnson Construction,,530,$114,N/A,https://www.builderonline.com/firms/mw-johnson-construction
2004,2003,next100,132,Rockford Homes,,507,$106,N/A,https://www.builderonline.com/firms/rockford-homes
2004,2003,next100,133,Dura Builders,,505,$89,N/A,https://www.builderonline.com/firms/dura-builders
2004,2003,next100,134,Kennedy Group of Cos.,,495,$145,N/A,https://www.builderonline.com/firms/kennedy-group-of-cos
2004,2003,next100,135,David Cutler Group,,493,$265,N/A,https://www.builderonline.com/firms/david-cutler-group
2004,2003,next100,136,Lowder New Homes,,489,$143,N/A,https://www.builderonline.com/firms/lowder-new-homes
2004,2003,next100,137,Pembroke Enterprises,,489,$137,N/A,https://www.builderonline.com/firms/pembroke-enterprises
2004,2003,next100,138,America’s First Home,,487,$70,N/A,https://www.builderonline.com/firms/americas-first-home
2004,2003,next100,139,Shugart Enterprises,,483,$61,N/A,https://www.builderonline.com/firms/shugart-enterprises
2004,2003,next100,140,Village Homes of Colorado,,482,$187,N/A,https://www.builderonline.com/firms/village-homes-of-colorado
2004,2003,next100,141,Arbor Custom Homes,,481,$127,N/A,https://www.builderonline.com/firms/arbor-custom-homes
2004,2003,next100,142,The Estridge Cos.,,477,$138,N/A,https://www.builderonline.com/firms/the-estridge-cos
2004,2003,next100,143,Vantage/Raylee Homes,,474,$66,N/A,https://www.builderonline.com/firms/vantage-raylee-homes
2004,2003,next100,144,Barker-Coleman Communities,,473,$93,N/A,https://www.builderonline.com/firms/barker-coleman-communities
2004,2003,next100,145,Bielinski Homes,,468,$105,N/A,https://www.builderonline.com/firms/bielinski-homes
2004,2003,next100,146,T.H. Properties,,466,$115,N/A,https://www.builderonline.com/firms/t-h-properties
2004,2003,next100,148,Centerline Homes,,455,$127,N/A,https://www.builderonline.com/firms/centerline-homes
2004,2003,next100,149,Kara Homes,,453,$198,N/A,https://www.builderonline.com/firms/kara-homes
2004,2003,next100,150,Wensmann Homes,,452,$114,N/A,https://www.builderonline.com/firms/wensmann-homes
2004,2003,next100,151,Pageantry Cos.,,447,$84,N/A,https://www.builderonline.com/firms/pageantry-cos
2004,2003,next100,152,Suarez Housing Corp.,,446,$79,N/A,https://www.builderonline.com/firms/suarez-housing-corp
2004,2003,next100,153,Longford Homes,,444,$108,N/A,https://www.builderonline.com/firms/longford-homes
2004,2003,next100,154,Mattamy U.S. Group,,437,$104,N/A,https://www.builderonline.com/firms/mattamy-us-group
2004,2003,next100,155,Winmark Homes,,433,$79,N/A,https://www.builderonline.com/firms/winmark-homes
2004,2003,next100,156,Darling Homes,,432,$134,N/A,https://www.builderonline.com/firms/darling-homes
2004,2003,next100,157,Sares-Regis Group,,429,$351,N/A,https://www.builderonline.com/firms/sares-regis-group
2004,2003,next100,158,Gentry Homes,,429,$128,N/A,https://www.builderonline.com/firms/gentry-homes
2004,2003,next100,159,Realen Homes,,429,$145,N/A,https://www.builderonline.com/firms/realen-homes
2004,2003,next100,160,View Homes,,428,$35,N/A,https://www.builderonline.com/firms/view-homes
2004,2003,next100,161,The Kirk Corp.,,421,$134,N/A,https://www.builderonline.com/firms/the-kirk-corp
2004,2003,next100,162,Wiseman-Hughes,,410,$109,N/A,https://www.builderonline.com/firms/wiseman-hughes
2004,2003,next100,163,Salisbury Homes,,406,$63,N/A,https://www.builderonline.com/firms/salisbury-homes
2004,2003,next100,164,Premier Design Homes,,398,$42,N/A,https://www.builderonline.com/firms/premier-design-homes
2004,2003,next100,165,The Greater Construction Corp.,,397,$89,N/A,https://www.builderonline.com/firms/the-greater-construction-corp
2004,2003,next100,166,Ideal Homes,,378,$45,N/A,https://www.builderonline.com/firms/ideal-homes
2004,2003,next100,167,Wood Partners,,374,$30,N/A,https://www.builderonline.com/firms/wood-partners
2004,2003,next100,168,Beechwood Homes,,373,$149,N/A,https://www.builderonline.com/firms/beechwood-homes
2004,2003,next100,169,Marrano Homes/Marc Equity Corp.,,369,$117,N/A,https://www.builderonline.com/firms/marrano-homes-marc-equity-corp
2004,2003,next100,170,Southern Homes,,368,$78,N/A,https://www.builderonline.com/firms/southern-homes
2004,2003,next100,171,2004 Inverness Group,,368,$71,N/A,https://www.builderonline.com/builder-100-listing/2004-inverness-group/
2004,2003,next100,172,Spectrum Communities,,359,$199,N/A,https://www.builderonline.com/firms/spectrum-communities
2004,2003,next100,173,McStain Enterprises,,358,$112,N/A,https://www.builderonline.com/firms/mcstain-enterprises
2004,2003,next100,175,Miller and Smith,,351,$199,N/A,https://www.builderonline.com/firms/miller-and-smith
2004,2003,next100,177,Carefree Homes,,349,$45,N/A,https://www.builderonline.com/firms/carefree-homes
2004,2003,next100,178,Taylor-Morley Homes,,345,$100,N/A,https://www.builderonline.com/firms/taylor-morley-homes
2004,2003,next100,179,Bill Clark Homes,,344,$57,N/A,https://www.builderonline.com/firms/bill-clark-homes
2004,2003,next100,180,Berks Homes,,340,$82,N/A,https://www.builderonline.com/firms/berks-homes
2004,2003,next100,181,Anderson Homes,,329,$46,N/A,https://www.builderonline.com/firms/anderson-homes
2004,2003,next100,182,Signature Homes,,328,$94,N/A,https://www.builderonline.com/firms/signature-homes
2004,2003,next100,183,Lombardo Cos.,,326,$108,N/A,https://www.builderonline.com/firms/lombardo-cos
2004,2003,next100,184,Peachtree Residential Properties,,323,$123,N/A,https://www.builderonline.com/firms/peachtree-residential-properties
2004,2003,next100,186,New Tradition Homes,,316,$65,N/A,https://www.builderonline.com/firms/new-tradition-homes_1
2004,2003,next100,187,Venture Homes,,314,$65,N/A,https://www.builderonline.com/firms/venture-homes
2004,2003,next100,189,David Powers Homes,,306,$104,N/A,https://www.builderonline.com/firms/david-powers-homes
2004,2003,next100,190,Stanley Martin Cos.,,306,$189,N/A,https://www.builderonline.com/firms/stanley-martin-cos
2004,2003,next100,191,Forrest Homes,,305,$44,N/A,https://www.builderonline.com/firms/forrest-homes
2004,2003,next100,192,Roger Snellenberger Development,,303,$112,N/A,https://www.builderonline.com/firms/roger-snellenberger-development
2004,2003,next100,193,Crawford Homes,,302,$47,N/A,https://www.builderonline.com/firms/crawford-homes
2004,2003,next100,194,Dixon Builders,,298,$60,N/A,https://www.builderonline.com/firms/dixon-builders
2004,2003,next100,195,Mayer Homes,,295,$99,N/A,https://www.builderonline.com/firms/mayer-homes
2004,2003,next100,196,Poinsett Homes,,294,$49,N/A,https://www.builderonline.com/firms/poinsett-homes
2004,2003,next100,197,SeaGate Homes,,293,$37,N/A,https://www.builderonline.com/firms/seagate-homes
2004,2003,next100,200,Ginsburg Development,,284,$252,N/A,https://www.builderonline.com/firms/ginsburg-development
2005,2004,top100,1,D.R. Horton,p,"44,005","$11,156",1,https://www.builderonline.com/firms/dr-horton
2005,2004,top100,2,Pulte Homes,p,"38,612","$11,711",2,https://www.builderonline.com/firms/pulte-homes
2005,2004,top100,3,Lennar Corp.,p,"36,204","$10,505",3,https://www.builderonline.com/firms/lennar-corp
2005,2004,top100,4,Centex Corp.,p,"32,896","$12,062",4,https://www.builderonline.com/firms/centex-corp
2005,2004,top100,5,2005 KB Home,p,"26,937","$7,052",5,https://www.builderonline.com/builder-100-listing/2005-kb-home/
2005,2004,top100,6,Beazer Homes,p,"16,417","$4,009",6,https://www.builderonline.com/firms/beazer-homes-usa
2005,2004,top100,7,The Ryland Group,p,"15,101","$3,952",7,https://www.builderonline.com/firms/the-ryland-group
2005,2004,top100,8,Hovnanian Enterprises,p,"14,586","$4,160",9,https://www.builderonline.com/firms/hovnanian-enterprises
2005,2004,top100,9,M.D.C. Holdings,p,"13,876","$4,009",10,https://www.builderonline.com/firms/mdc-holdings
2005,2004,top100,10,NVR,p,"12,749","$4,300",8,https://www.builderonline.com/firms/nvr
2005,2004,top100,11,Standard Pacific Corp.,p,"9,091","$3,535",11,https://www.builderonline.com/firms/standard-pacific-corp
2005,2004,top100,12,Technical Olympic USA,p,"7,337","$2,100",12,https://www.builderonline.com/firms/technical-olympic-usa
2005,2004,top100,13,Meritage Homes Corp.,p,"7,254","$2,040",14,https://www.builderonline.com/firms/meritage-homes-corp
2005,2004,top100,14,2005 Toll Brothers,p,"6,627","$3,893",15,https://www.builderonline.com/builder-100-listing/2005-toll-brothers/
2005,2004,top100,15,Shea Homes,,"6,408","$2,794",13,https://www.builderonline.com/firms/shea-homes
2005,2004,top100,16,Weyerhaeuser Real Estate Co.,p,"5,274","$2,494",16,https://www.builderonline.com/firms/weyerhaeuser-real-estate-co
2005,2004,top100,17,Mercedes Homes,,"4,579","$1,011",20,https://www.builderonline.com/firms/mercedes-homes
2005,2004,top100,18,Morrison Homes,p,"4,422","$1,290",22,https://www.builderonline.com/firms/morrison-homes
2005,2004,top100,19,Habitat for Humanity International,,"4,344",$170,17,https://www.builderonline.com/firms/habitat-for-humanity-international
2005,2004,top100,20,2005 M/I Homes,p,"4,303","$1,175",19,https://www.builderonline.com/builder-100-listing/2005-m-i-homes/
2005,2004,top100,21,The Villages of Lake Sumter,,"3,955",$948,25,https://www.builderonline.com/firms/the-villages-of-lake-sumter
2005,2004,top100,22,David Weekley Homes,,"3,952","$1,031",23,https://www.builderonline.com/firms/david-weekley-homes
2005,2004,top100,23,Choice Homes,,"3,822",$497,18,https://www.builderonline.com/firms/choice-homes
2005,2004,top100,24,Kimball Hill Homes,,"3,672",$963,21,https://www.builderonline.com/firms/kimball-hill-homes
2005,2004,top100,26,William Lyon Homes,p,"3,471","$1,822",30,https://www.builderonline.com/firms/william-lyon-homes
2005,2004,top100,27,Jim Walter Homes,p,"3,251",$234,24,https://www.builderonline.com/firms/jim-walter-homes
2005,2004,top100,28,Woodside Group,,"3,205","$1,033",28,https://www.builderonline.com/firms/woodside-group
2005,2004,top100,29,Drees Homes,,"3,062","$1,023",29,https://www.builderonline.com/firms/drees-homes
2005,2004,top100,30,Holiday Builders,,"2,970",$425,31,https://www.builderonline.com/firms/holiday-builders
2005,2004,top100,31,MHI,,"2,848",$553,26,https://www.builderonline.com/firms/mhi
2005,2004,top100,32,Dominion Homes,p,"2,837",$542,27,https://www.builderonline.com/firms/dominion-homes
2005,2004,top100,33,"Perry Homes, a Joint Venture",,"2,792",$594,35,https://www.builderonline.com/firms/perry-homes-a-joint-venture
2005,2004,top100,34,Pasquinelli Construction Co.,,"2,680",$570,33,https://www.builderonline.com/firms/pasquinelli-construction-co
2005,2004,top100,35,C.P. Morgan Communities,,"2,585",$344,32,https://www.builderonline.com/firms/cp-morgan-communities
2005,2004,top100,37,Transeastern Properties,,"2,385",$466,38,https://www.builderonline.com/firms/transeastern-properties
2005,2004,top100,38,American West Homebuilding Group,,"2,295",$623,36,https://www.builderonline.com/firms/american-west-homebuilding-group
2005,2004,top100,39,WCI Communities,p,"2,194","$1,806",37,https://www.builderonline.com/firms/wci-communities
2005,2004,top100,40,Epmark,,"2,115",$381,43,https://www.builderonline.com/firms/epmark
2005,2004,top100,41,Neumann Homes,,"2,068",$561,54,https://www.builderonline.com/firms/neumann-homes
2005,2004,top100,42,John Laing Homes,,"2,045","$1,043",39,https://www.builderonline.com/firms/john-laing-homes
2005,2004,top100,43,St. Joe Towns & Resorts,p,"2,006",$712,59,https://www.builderonline.com/firms/st-joe-towns-resorts
2005,2004,top100,44,Crosswinds Communities,,"2,000",$481,68,https://www.builderonline.com/firms/crosswinds-communities
2005,2004,top100,45,Levitt and Sons,p,"1,929",$471,69,https://www.builderonline.com/firms/levitt-and-sons
2005,2004,top100,46,Orleans Homebuilders,p,"1,919",$644,49,https://www.builderonline.com/firms/orleans-homebuilders
2005,2004,top100,47,Ashton Woods Homes,,"1,911",$770,50,https://www.builderonline.com/firms/ashton-woods-homes
2005,2004,top100,48,The Corky McMillin Cos.,,"1,908",$854,61,https://www.builderonline.com/firms/the-corky-mcmillin-cos
2005,2004,top100,49,McCar Homes,,"1,897",$413,41,https://www.builderonline.com/firms/mccar-homes
2005,2004,top100,50,Bowen Family Homes,,"1,829",$319,56,https://www.builderonline.com/firms/bowen-family-homes
2005,2004,top100,51,First Home Builders of Florida,,"1,819",$308,65,https://www.builderonline.com/firms/first-home-builders-of-florida
2005,2004,top100,52,John Wieland Homes and Neighborhoods,,"1,812",$730,44,https://www.builderonline.com/firms/john-wieland-homes-and-neighborhoods
2005,2004,top100,53,Brookfield Homes Corp.,p,"1,798","$1,232",47,https://www.builderonline.com/firms/brookfield-homes-corp
2005,2004,top100,54,Robson Resort Communities,,"1,752",$609,48,https://www.builderonline.com/firms/robson-resort-communities
2005,2004,top100,55,GL Homes of Florida,,"1,700",$744,40,https://www.builderonline.com/firms/gl-homes-of-florida
2005,2004,top100,56,Fulton Homes,,"1,641",$412,52,https://www.builderonline.com/firms/fulton-homes
2005,2004,top100,57,ICI Homes,,"1,624",$526,76,https://www.builderonline.com/firms/ici-homes
2005,2004,top100,58,Royce Homes,,"1,605",$369,45,https://www.builderonline.com/firms/royce-homes
2005,2004,top100,60,Lakewood Homes,,"1,547",$385,67,https://www.builderonline.com/firms/lakewood-homes
2005,2004,top100,61,Elliott Homes,,"1,520",$550,57,https://www.builderonline.com/firms/elliott-homes
2005,2004,top100,62,Town & Country Homes,,"1,460",$400,52,https://www.builderonline.com/firms/town-country-homes
2005,2004,top100,63,The Rottlund Co.,,"1,450",$334,46,https://www.builderonline.com/firms/the-rottlund-co
2005,2004,top100,64,Avatar Holdings,p,"1,427",$330,62,https://www.builderonline.com/firms/avatar-holdings
2005,2004,top100,65,2005 Gehan Homes,,"1,408",$234,55,https://www.builderonline.com/builder-100-listing/2005-gehan-homes/
2005,2004,top100,66,Capital Pacific Holdings,p,"1,312",$487,78,https://www.builderonline.com/firms/capital-pacific-holdings
2005,2004,top100,67,Corey Barton Homes,,"1,253",$190,63,https://www.builderonline.com/firms/corey-barton-homes
2005,2004,top100,68,First Texas Homes,,"1,218",$247,66,https://www.builderonline.com/firms/first-texas-homes
2005,2004,top100,70,"California Homes, A Mathews Co.",,"1,146",$401,64,https://www.builderonline.com/firms/california-homes-a-mathews-co
2005,2004,top100,71,The Mitchell Co.,,"1,112",$210,80,https://www.builderonline.com/firms/the-mitchell-co
2005,2004,top100,72,Ball Homes,,"1,108",$184,73,https://www.builderonline.com/firms/ball-homes
2005,2004,top100,73,MJC Cos.,,"1,098",$239,74,https://www.builderonline.com/firms/mjc-cos
2005,2004,top100,74,Hunt Building Co.,,"1,096",$376,106,https://www.builderonline.com/firms/hunt-building-co
2005,2004,top100,76,Castle & Cooke,,"1,083",$565,70,https://www.builderonline.com/firms/castle-cooke
2005,2004,top100,76,Fischer Homes,,"1,083",$231,71,https://www.builderonline.com/firms/fischer-homes
2005,2004,top100,78,Park Square Homes,,"1,051",$277,113,https://www.builderonline.com/firms/park-square-homes
2005,2004,top100,79,Astoria Homes,,"1,035",$223,89,https://www.builderonline.com/firms/astoria-homes
2005,2004,top100,80,Davis Homes,,"1,023",$168,72,https://www.builderonline.com/firms/davis-homes
2005,2004,top100,81,Century Homebuilders,,"1,004",$0,79,https://www.builderonline.com/firms/century-homebuilders
2005,2004,top100,82,Brown Family Communities,,980,$180,86,https://www.builderonline.com/firms/brown-family-communities
