year,data_year,list,rank,company,status,prior_year_closings,prior_year_gross_revenue,prior_year_rank,firm_url
2010,2009,top100,71,Castle & Cooke,,362,$177,64,https://www.builderonline.com/firms/castle-cooke
2010,2009,top100,71,Holiday Builders,,362,$61,44,https://www.builderonline.com/firms/holiday-builders
2010,2009,top100,73,Highland Homes of Florida,,334,$69,84,https://www.builderonline.com/firms/highland-homes_1
2010,2009,top100,73,Darling Homes,,334,$145,58,https://www.builderonline.com/firms/darling-homes
2010,2009,top100,75,Armadillo Construction Co.,,325,$57,62,https://www.builderonline.com/firms/armadillo-construction-co
2010,2009,top100,76,Gemcraft Homes,,320,$84,61,https://www.builderonline.com/firms/gemcraft-homes
2010,2009,top100,77,Van Metre Cos.,,316,$214,102,https://www.builderonline.com/firms/van-metre-cos
2010,2009,top100,78,Betenbough Homes,,310,$43,N/A,https://www.builderonline.com/firms/betenbough-homes
2010,2009,top100,79,Centerline Homes,,309,$77,95,https://www.builderonline.com/firms/centerline-homes
2010,2009,top100,80,Essex Homes Southeast,,308,$65,85,https://www.builderonline.com/firms/essex-homes-southeast
2010,2009,top100,81,Bowen Family Homes,,305,$63,39,https://www.builderonline.com/firms/bowen-family-homes
2010,2009,top100,82,NeighborWorks America,,302,$0,N/A,https://www.builderonline.com/firms/neighborworks-america
2010,2009,top100,83,Bill Clark Homes,,296,$65,N/A,https://www.builderonline.com/firms/bill-clark-homes
2010,2009,top100,84,Stanley Martin Homes,,293,$153,96,https://www.builderonline.com/firms/stanley-martin-homes
2010,2009,top100,84,Simmons Homes,,293,$51,97,https://www.builderonline.com/firms/simmons-homes
2010,2009,top100,86,S&A Homes,,292,$151,69,https://www.builderonline.com/firms/s-a-homes
2010,2009,top100,87,Craftmark Group,,283,$146,N/A,https://www.builderonline.com/firms/craftmark-group
2010,2009,top100,87,Michael Sivage Homes & Communities,,283,$39,106,https://www.builderonline.com/firms/michael-sivage-homes-communities
2010,2009,top100,89,Ole South Properties,,282,$50,73,https://www.builderonline.com/firms/ole-south-properties
2010,2009,top100,90,Ideal Homes,,278,$50,N/A,https://www.builderonline.com/firms/ideal-homes
2010,2009,top100,91,West Hills Development Co.,,274,$92,75,https://www.builderonline.com/firms/west-hills-development-co
2010,2009,top100,92,Signature Homes,,270,$76,N/A,https://www.builderonline.com/firms/signature-homes
2010,2009,top100,93,Miller and Smith,,267,$123,103,https://www.builderonline.com/firms/miller-and-smith
2010,2009,top100,93,Oakwood Homes,,267,$63,N/A,https://www.builderonline.com/firms/oakwood-homes
2010,2009,top100,95,Cheldan Homes,,264,$43,N/A,https://www.builderonline.com/firms/cheldan-homes
2010,2009,top100,96,Vantage Builders,,261,$47,N/A,https://www.builderonline.com/firms/vantage-builders
2010,2009,top100,97,Lombardo Cos.,,255,$43,143,https://www.builderonline.com/firms/lombardo-cos
2010,2009,top100,98,Sares-Regis Group,,253,$340,121,https://www.builderonline.com/firms/sares-regis-group
2010,2009,top100,99,Beechwood Homes,,248,$125,87,https://www.builderonline.com/firms/beechwood-homes
2010,2009,top100,100,Jagoe Homes,,246,$43,N/A,https://www.builderonline.com/firms/jagoe-homes
2010,2009,next100,100,Wade Jurney Homes,,246,$37,110,https://www.builderonline.com/firms/wade-jurney-homes
2010,2009,next100,102,2010 DSLD,,238,$38,N/A,https://www.builderonline.com/builder-100-listing/2010-dsld/
2010,2009,next100,103,Hills Communities,,235,$104,91,https://www.builderonline.com/firms/hills-communities
2010,2009,next100,103,Kettler,,235,$636,N/A,https://www.builderonline.com/firms/kettler
2010,2009,next100,105,Bloomfield Homes,,234,$45,131,https://www.builderonline.com/firms/bloomfield-homes
2010,2009,next100,105,William Ryan Homes,,234,$60,74,https://www.builderonline.com/firms/william-ryan-homes
2010,2009,next100,107,Avatar Holdings,p,230,$74,104,https://www.builderonline.com/firms/avatar-holdings
2010,2009,next100,108,Elliott Homes,,220,$81,92,https://www.builderonline.com/firms/elliott-homes
2010,2009,next100,109,Keystone Custom Homes,,217,$65,100,https://www.builderonline.com/firms/keystone-custom-homes
2010,2009,next100,110,McCaffrey Homes,,216,$65,113,https://www.builderonline.com/firms/mccaffrey-homes
2010,2009,next100,111,Hubble Homes,,214,$30,71,https://www.builderonline.com/firms/hubble-homes
2010,2009,next100,112,John Mourier Construction,,204,$82,108,https://www.builderonline.com/firms/john-mourier-construction
2010,2009,next100,112,Shugart Enterprises,,204,$34,82,https://www.builderonline.com/firms/shugart-enterprises
2010,2009,next100,114,Carefree Homes,,202,$33,N/A,https://www.builderonline.com/firms/carefree-homes
2010,2009,next100,115,Classic Homes,,196,$91,109,https://www.builderonline.com/firms/classic-homes
2010,2009,next100,116,HPH Homes,,195,$49,94,https://www.builderonline.com/firms/hph-homes
2010,2009,next100,116,Providence Homes,,195,$49,146,https://www.builderonline.com/firms/providence-homes
2010,2009,next100,118,Gentry Homes,,192,$72,N/A,https://www.builderonline.com/firms/gentry-homes
2010,2009,next100,119,Park Square Homes,,191,$56,98,https://www.builderonline.com/firms/park-square-homes
2010,2009,next100,120,Keystone Homes,,190,$31,117,https://www.builderonline.com/firms/keystone-homes
2010,2009,next100,121,The Estridge Cos.,,189,$80,120,https://www.builderonline.com/firms/the-estridge-cos
2010,2009,next100,121,Village Communities,,189,$20,131,https://www.builderonline.com/firms/village-communities
2010,2009,next100,123,The Warmington Group,,185,$95,57,https://www.builderonline.com/firms/the-warmington-group
2010,2009,next100,123,PCS Homes,,185,$43,123,https://www.builderonline.com/firms/pcs-homes
2010,2009,next100,125,Westin Homes,,183,$48,130,https://www.builderonline.com/firms/westin-homes
2010,2009,next100,126,Neal Communities,,176,$64,135,https://www.builderonline.com/firms/neal-communities
2010,2009,next100,126,The Olson Co.,,176,$75,84,https://www.builderonline.com/firms/the-olson-co
2010,2009,next100,128,Buffington Homebuilding Group,,175,$43,N/A,https://www.builderonline.com/firms/buffington-homebuilding-group
2010,2009,next100,128,Grayhawk Homes,,175,$34,169,https://www.builderonline.com/firms/grayhawk-homes
2010,2009,next100,128,The Jones Co. of Tennessee,,175,$60,92,https://www.builderonline.com/firms/the-jones-co-of-tennessee
2010,2009,next100,131,Jeff Benton Homes,,174,$54,133,https://www.builderonline.com/firms/jeff-benton-homes
2010,2009,next100,132,MJC Cos.,,170,$26,136,https://www.builderonline.com/firms/mjc-cos
2010,2009,next100,133,EYA,,161,$102,178,https://www.builderonline.com/firms/eya
2010,2009,next100,134,Capital Pacific Holdings,,159,$71,55,https://www.builderonline.com/firms/capital-pacific-holdings
2010,2009,next100,135,Gateway Homes,,156,$22,N/A,https://www.builderonline.com/firms/gateway-homes
2010,2009,next100,135,Wood Partners,,156,$26,90,https://www.builderonline.com/firms/wood-partners
2010,2009,next100,137,MBK Homes,,153,$66,128,https://www.builderonline.com/firms/mbk-homes
2010,2009,next100,138,Chesapeake Homes,,151,$6,N/A,https://www.builderonline.com/firms/chesapeake-homes
2010,2009,next100,139,Shumaker Homes,,150,$28,137,https://www.builderonline.com/firms/shumaker-homes
2010,2009,next100,140,Compass Pointe Homes,,148,$26,149,https://www.builderonline.com/firms/compass-pointe-homes
2010,2009,next100,140,Southern Homes,,148,$30,159,https://www.builderonline.com/firms/southern-homes
2010,2009,next100,141,Heritage Building Group,,146,$77,115,https://www.builderonline.com/firms/heritage-building-group
2010,2009,next100,142,Charter Homes and Neighborhoods,,143,$47,N/A,https://www.builderonline.com/firms/charter-homes-and-neighborhoods
2010,2009,next100,143,2010 HHHunt Homes,,141,$41,179,https://www.builderonline.com/builder-100-listing/2010-hhhunt-homes/
2010,2009,next100,144,Unmistakably Premier Homes,,135,$25,165,https://www.builderonline.com/firms/unmistakably-premier-homes
2010,2009,next100,145,Meridian Homes USA,,128,$27,105,https://www.builderonline.com/firms/meridian-homes-usa
2010,2009,next100,146,AR Homes,,125,$106,111,https://www.builderonline.com/firms/ar-homes
2010,2009,next100,146,Marrano Homes/Marc Equity Corp.,,125,$51,133,https://www.builderonline.com/firms/marrano-homes-marc-equity-corp
2010,2009,next100,146,Streetman Homes,,125,$42,N/A,https://www.builderonline.com/firms/streetman-homes
2010,2009,next100,149,Harwood Homes,,119,$41,115,https://www.builderonline.com/firms/harwood-homes
2010,2009,next100,149,Tempest Homes,,119,$16,153,https://www.builderonline.com/firms/tempest-homes
2010,2009,next100,151,Keystone Group,,117,$22,N/A,https://www.builderonline.com/firms/keystone-group
2010,2009,next100,152,Harkins Builders,,115,$234,148,https://www.builderonline.com/firms/harkins-builders
2010,2009,next100,153,Forino Co.,,113,$29,N/A,https://www.builderonline.com/firms/forino-co
2010,2009,next100,154,Minks Custom Homes,,111,$35,171,https://www.builderonline.com/firms/minks-custom-homes
2010,2009,next100,155,Traton Homes,,107,$36,143,https://www.builderonline.com/firms/traton-homes
2010,2009,next100,156,Southern Home Builders,,106,$20,N/A,https://www.builderonline.com/firms/southern-home-builders
2010,2009,next100,157,Ence Homes,,105,$26,175,https://www.builderonline.com/firms/ence-homes
2010,2009,next100,157,Premier Communities,,105,$24,140,https://www.builderonline.com/firms/premier-communities
2010,2009,next100,159,Pacific West Cos.,,103,$18,87,https://www.builderonline.com/firms/pacific-west-cos
2010,2009,next100,160,Brookstone Homes,,101,$22,N/A,https://www.builderonline.com/firms/brookstone-homes/
2010,2009,next100,160,Eagle Construction of Virginia,,101,$41,158,https://www.builderonline.com/firms/eagle-construction-of-virginia
2010,2009,next100,162,T.W. Lewis Co.,,97,$51,126,https://www.builderonline.com/firms/tw-lewis-co
2010,2009,next100,163,2010,,96,$69,137,https://www.builderonline.com/builder-100-listing/2010-2/
2010,2009,next100,164,Braselton Homes,,95,$17,157,https://www.builderonline.com/firms/braselton-homes
2010,2009,next100,164,Kendall Homes,,95,$14,164,https://www.builderonline.com/firms/kendall-homes
2010,2009,next100,166,Armstrong Homes,,92,$23,162,https://www.builderonline.com/firms/armstrong-homes
2010,2009,next100,167,Landon Homes,,90,$23,N/A,https://www.builderonline.com/firms/landon-homes
2010,2009,next100,167,Imagine Homes,,90,$18,184,https://www.builderonline.com/firms/imagine-homes
2010,2009,next100,167,Rodrock Homes,,90,$25,N/A,https://www.builderonline.com/firms/rodrock-homes
2010,2009,next100,170,Key Land Homes,,89,$25,N/A,https://www.builderonline.com/firms/key-land-homes
2010,2009,next100,171,T.H. Properties,,86,$26,78,https://www.builderonline.com/firms/t-h-properties
2010,2009,next100,171,Wynn Construction,,86,$13,176,https://www.builderonline.com/firms/wynn-construction
2010,2009,next100,173,Greenvale Construction,,85,$14,151,https://www.builderonline.com/firms/greenvale-construction
2010,2009,next100,174,The Bozzuto Group,,84,$628,156,https://www.builderonline.com/firms/the-bozzuto-group
2010,2009,next100,175,TriStone Homes,,83,$15,N/A,https://www.builderonline.com/firms/tristone-homes
2010,2009,next100,176,Anderson Homes,,80,$17,N/A,https://www.builderonline.com/firms/anderson-homes
2010,2009,next100,176,Sabal Homes,,80,$16,N/A,https://www.builderonline.com/firms/sabal-homes
2010,2009,next100,178,Bonterra Builders,,79,$19,N/A,https://www.builderonline.com/firms/bonterra-builders
2010,2009,next100,179,Sitterle Homes,,77,$30,N/A,https://www.builderonline.com/firms/sitterle-homes
2010,2009,next100,179,Trend Homes,,77,$14,122,https://www.builderonline.com/firms/trend-homes
2010,2009,next100,181,Main Street Homes,,76,$28,161,https://www.builderonline.com/firms/main-street-homes
2010,2009,next100,181,JordanBuilt Homes,,76,$14,N/A,https://www.builderonline.com/firms/jordanbuilt-homes
2010,2009,next100,181,Newmark Homes,,76,$20,N/A,https://www.builderonline.com/firms/newmark-homes
2010,2009,next100,184,Comstock Holding Co.,p,74,$25,141,https://www.builderonline.com/firms/comstock-holding-co_o
2010,2009,next100,185,Avtec Homes,,73,$10,172,https://www.builderonline.com/firms/avtec-homes
2010,2009,next100,185,Legend Homes of Oregon,,73,$23,143,https://www.builderonline.com/firms/legend-homes-of-oregon
2010,2009,next100,185,Rivendale Homes,,73,$21,176,https://www.builderonline.com/firms/rivendale-homes
2010,2009,next100,188,Cristo Homes,,70,$12,N/A,https://www.builderonline.com/firms/cristo-homes
2010,2009,next100,189,Cornell Homes,,68,$35,N/A,https://www.builderonline.com/firms/cornell-homes
2010,2009,next100,190,Lazarus-Shouse Communities,,65,$12,181,https://www.builderonline.com/firms/lazarus-shouse-communities
2010,2009,next100,190,Neuse Builders of New Bern,,65,$10,N/A,https://www.builderonline.com/firms/neuse-builders-of-new-bern
2010,2009,next100,190,Shaddock Homes,,65,$35,N/A,https://www.builderonline.com/firms/shaddock-homes
2010,2009,next100,193,Petros Homes,,62,$18,194,https://www.builderonline.com/firms/petros-homes
2010,2009,next100,194,Bayway Homes,,62,$10,N/A,https://www.builderonline.com/firms/bayway-homes
2010,2009,next100,195,The Builders Group of West Alabama,,60,$13,168,https://www.builderonline.com/firms/the-builders-group-of-west-alabama
2010,2009,next100,196,Lowder New Homes,,59,$15,185,https://www.builderonline.com/firms/lowder-new-homes
2010,2009,next100,197,Lakewood Homes,,56,$42,117,https://www.builderonline.com/firms/lakewood-homes
2010,2009,next100,197,Schieler & Rassi Quality Builders,,56,$12,181,https://www.builderonline.com/firms/schieler-rassi-quality-builders
2010,2009,next100,199,Patrick Malloy Communities,,55,$11,166,https://www.builderonline.com/firms/patrick-malloy-communities
2011,2010,top100,2,PulteGroup,p,"17,095","$4,569",2,https://www.builderonline.com/firms/pultegroup
2011,2010,top100,2,D.R. Horton,p,0,$0,1,https://www.builderonline.com/firms/dr-horton
2011,2010,top100,3,Lennar Corp.,p,"10,955","$3,074",3,https://www.builderonline.com/firms/lennar-corp
2011,2010,top100,4,NVR,p,"10,030","$3,042",4,https://www.builderonline.com/firms/nvr
2011,2010,top100,5,KB Home,p,"7,346","$1,590",5,https://www.builderonline.com/firms/kb-home
2011,2010,top100,6,Habitat for Humanity International,,"6,032","$1,400",8,https://www.builderonline.com/firms/habitat-for-humanity-international
2011,2010,top100,7,Hovnanian Enterprises,p,"5,009","$1,496",7,https://www.builderonline.com/firms/hovnanian-enterprises
2011,2010,top100,8,The Ryland Group,p,"4,245","$1,064",9,https://www.builderonline.com/firms/the-ryland-group
2011,2010,top100,9,Beazer Homes,p,"4,233",$939,10,https://www.builderonline.com/firms/beazer-homes-usa
2011,2010,top100,10,Meritage Homes Corp.,p,"3,700",$942,11,https://www.builderonline.com/firms/meritage-homes-corp
2011,2010,top100,11,M.D.C. Holdings,p,"3,245",$959,14,https://www.builderonline.com/firms/mdc-holdings
2011,2010,top100,12,Standard Pacific Corp.,p,"2,700",$950,12,https://www.builderonline.com/firms/standard-pacific-corp
2011,2010,top100,13,Toll Brothers,p,"2,642","$1,495",15,https://www.builderonline.com/firms/toll-brothers
2011,2010,top100,14,Taylor Morrison,,"2,570","$1,500",13,https://www.builderonline.com/firms/taylor-morrison
2011,2010,top100,15,M/I Homes,p,"2,434",$620,16,https://www.builderonline.com/firms/m-i-homes
2011,2010,top100,16,The Villages of Lake Sumter,,"2,208",$512,19,https://www.builderonline.com/firms/the-villages-of-lake-sumter
2011,2010,top100,17,Weyerhaeuser Real Estate Co.,p,"2,125",$923,18,https://www.builderonline.com/firms/weyerhaeuser-real-estate-co
2011,2010,top100,18,Shea Homes,,"2,002",$835,20,https://www.builderonline.com/firms/shea-homes
2011,2010,top100,19,David Weekley Homes,,"1,857",$612,17,https://www.builderonline.com/firms/david-weekley-homes
2011,2010,top100,20,Highland Homes,,"1,704",$599,23,https://www.builderonline.com/firms/highland-homes
2011,2010,top100,21,The Related Group,,"1,634",$961,N/A,https://www.builderonline.com/firms/the-related-group
2011,2010,top100,22,Drees Homes,,"1,511",$513,22,https://www.builderonline.com/firms/drees-homes
2011,2010,top100,23,Woodside Homes,,"1,444",$361,21,https://www.builderonline.com/firms/woodside-homes
2011,2010,top100,24,Perry Homes,,"1,298",$364,26,https://www.builderonline.com/firms/perry-homes
2011,2010,top100,25,Ashton Woods USA,,"1,197",$310,24,https://www.builderonline.com/firms/ashton-woods-usa
2011,2010,top100,26,McBride & Son Cos.,,"1,187",$306,27,https://www.builderonline.com/firms/mcbride-son-cos
2011,2010,top100,27,2011 Gehan Homes,,"1,136",$217,37,https://www.builderonline.com/builder-100-listing/2011-gehan-homes/
2011,2010,top100,28,MHI-McGuyer Homebuilders,,"1,105",$305,25,https://www.builderonline.com/firms/mhi-mcguyer-homebuilders
2011,2010,top100,29,First Texas Homes,,945,$250,42,https://www.builderonline.com/firms/first-texas-homes
2011,2010,top100,30,GL Homes,,929,$330,33,https://www.builderonline.com/firms/gl-homes
2011,2010,top100,31,Epcon Communities Franchising,,847,$208,30,https://www.builderonline.com/firms/epcon-communities-franchising
2011,2010,top100,32,William Lyon Homes,,760,$295,29,https://www.builderonline.com/firms/william-lyon-homes
2011,2010,top100,33,Rausch Coleman Homes,,740,$106,36,https://www.builderonline.com/firms/rausch-coleman-homes
2011,2010,top100,34,Fischer Homes,,732,$164,39,https://www.builderonline.com/firms/fischer-homes
2011,2010,top100,35,The Mungo Cos.,,660,$123,35,https://www.builderonline.com/firms/the-mungo-cos
2011,2010,top100,36,Westport Homes,,653,$102,40,https://www.builderonline.com/firms/westport-homes
2011,2010,top100,37,Polygon Northwest Co.,,604,$180,54,https://www.builderonline.com/firms/polygon-northwest-co
2011,2010,top100,38,American West Homebuilding Group,,602,$166,65,https://www.builderonline.com/firms/american-west-homebuilding-group
2011,2010,top100,39,Hayden Homes,,600,$112,46,https://www.builderonline.com/firms/hayden-homes
2011,2010,top100,40,Mattamy Homes,,597,$138,44,https://www.builderonline.com/firms/mattamy-homes
2011,2010,top100,41,The Corky McMillin Cos.,,588,$165,31,https://www.builderonline.com/firms/the-corky-mcmillin-cos
2011,2010,top100,42,Brookfield Homes Corp.,p,575,$339,37,https://www.builderonline.com/firms/brookfield-homes-corp
2011,2010,top100,43,True Homes USA,,571,$95,55,https://www.builderonline.com/firms/true-homes-usa
2011,2010,top100,44,Dominion Homes,,529,$100,43,https://www.builderonline.com/firms/dominion-homes
2011,2010,top100,45,2011 Legend Classic Homes,,515,$99,N/A,https://www.builderonline.com/builder-100-listing/2011-legend-classic-homes/
2011,2010,top100,46,NeighborWorks America,,503,$0,82,https://www.builderonline.com/firms/neighborworks-america
2011,2010,top100,46,View Homes,,503,$72,51,https://www.builderonline.com/firms/view-homes
2011,2010,top100,48,DRB Group,,502,$105,66,https://www.builderonline.com/firms/drb-group
2011,2010,top100,49,HearthStone Homes,,496,$68,28,https://www.builderonline.com/firms/hearthstone-homes
2011,2010,top100,50,CBH Homes,,493,$72,45,https://www.builderonline.com/firms/cbh-homes
2011,2010,top100,51,Fulton Homes,,489,$151,49,https://www.builderonline.com/firms/fulton-homes
2011,2010,top100,51,H&H Homes,,489,$108,56,https://www.builderonline.com/firms/h-h-homes
2011,2010,top100,53,Caviness and Cates Communities,,471,$93,68,https://www.builderonline.com/firms/caviness-and-cates-communities
2011,2010,top100,54,Hunter Communities,,464,$59,53,https://www.builderonline.com/firms/hunter-communities
2011,2010,top100,55,Ivory Homes,,456,$135,50,https://www.builderonline.com/firms/ivory-homes
2011,2010,top100,56,Armadillo Construction Co.,,455,$78,75,https://www.builderonline.com/firms/armadillo-construction-co
2011,2010,top100,56,Home Creations,,455,$74,52,https://www.builderonline.com/firms/home-creations
2011,2010,top100,58,LGI Homes,,439,$58,57,https://www.builderonline.com/firms/lgi-homes
2011,2010,top100,59,Castlerock Communities,,435,$74,57,https://www.builderonline.com/firms/castlerock-communities
2011,2010,top100,60,Ball Homes,,431,$90,47,https://www.builderonline.com/firms/ball-homes
2011,2010,top100,61,United Built Homes,,411,$64,N/A,https://www.builderonline.com/firms/united-built-homes
2011,2010,top100,62,Orleans Homebuilders,,407,$169,34,https://www.builderonline.com/firms/orleans-homebuilders
2011,2010,top100,63,Saratoga Homes,,405,$57,N/A,https://www.builderonline.com/firms/saratoga-homes
2011,2010,top100,63,Heartland Homes,,405,$126,67,https://www.builderonline.com/firms/heartland-homes
2011,2010,top100,65,John Wieland Homes and Neighborhoods,,401,$220,63,https://www.builderonline.com/firms/john-wieland-homes-and-neighborhoods
2011,2010,top100,65,Fieldstone Homes,,401,$63,40,https://www.builderonline.com/firms/fieldstone-homes
2011,2010,top100,67,Centerline Homes,,399,$127,79,https://www.builderonline.com/firms/centerline-homes
2011,2010,top100,68,Tilson Homes,,396,$72,61,https://www.builderonline.com/firms/tilson-homes
2011,2010,top100,69,Darling Homes,,385,$170,73,https://www.builderonline.com/firms/darling-homes
2011,2010,top100,70,Allen Edwin Homes,,381,$61,N/A,https://www.builderonline.com/firms/allen-edwin-homes
2011,2010,top100,71,Essex Homes Southeast,,372,$80,80,https://www.builderonline.com/firms/essex-homes-southeast
2011,2010,top100,72,Wayne Homes,,370,$60,70,https://www.builderonline.com/firms/wayne-homes
2011,2010,top100,73,Stanley Martin Cos.,,368,$193,84,https://www.builderonline.com/firms/stanley-martin-cos
2011,2010,top100,74,HistoryMaker Homes,,366,$52,62,https://www.builderonline.com/firms/historymaker-homes
2011,2010,top100,75,2011 DSLD,,362,$60,102,https://www.builderonline.com/builder-100-listing/2011-dsld/
2011,2010,top100,76,Betenbough Homes,,355,$54,78,https://www.builderonline.com/firms/betenbough-homes
2011,2010,top100,77,Oakwood Homes,,354,$82,93,https://www.builderonline.com/firms/oakwood-homes
2011,2010,top100,77,ICI Homes,,354,$137,64,https://www.builderonline.com/firms/ici-homes
2011,2010,top100,79,Chesmar Homes,,346,$74,N/A,https://www.builderonline.com/firms/chesmar-homes
2011,2010,top100,80,Signature Homes,,344,$89,92,https://www.builderonline.com/firms/signature-homes
2011,2010,top100,81,Holiday Builders,,339,$61,71,https://www.builderonline.com/firms/holiday-builders
2011,2010,top100,82,Grand Homes,,336,$110,69,https://www.builderonline.com/firms/grand-homes
2011,2010,top100,83,The Rottlund Co.,,334,$68,60,https://www.builderonline.com/firms/the-rottlund-co
2011,2010,top100,84,Bill Clark Homes,,315,$70,83,https://www.builderonline.com/firms/bill-clark-homes
2011,2010,top100,85,Van Metre Cos.,,312,$243,77,https://www.builderonline.com/firms/van-metre-cos
2011,2010,top100,86,Michael Sivage Homes and Communities,,297,$44,87,https://www.builderonline.com/firms/michael-sivage-homes-and-communities
2011,2010,top100,87,Bloomfield Homes,,295,$63,105,https://www.builderonline.com/firms/bloomfield-homes
2011,2010,top100,88,Cheldan Homes,,288,$45,95,https://www.builderonline.com/firms/cheldan-homes
2011,2010,top100,89,Granite Ridge Builders,,286,$8,N/A,https://www.builderonline.com/firms/granite-ridge-builders
2011,2010,top100,90,Ideal Homes,,285,$50,90,https://www.builderonline.com/firms/ideal-homes
2011,2010,top100,91,Gemcraft Homes,,283,$73,76,https://www.builderonline.com/firms/gemcraft-homes
2011,2010,top100,92,Craftmark Group,,281,$143,87,https://www.builderonline.com/firms/craftmark-group
2011,2010,top100,93,Gentry Homes,,275,$105,118,https://www.builderonline.com/firms/gentry-homes
2011,2010,top100,94,Neal Communities,,272,$75,126,https://www.builderonline.com/firms/neal-communities
2011,2010,top100,95,Ole South Properties,,265,$44,89,https://www.builderonline.com/firms/ole-south-properties
2011,2010,top100,96,Miller and Smith,,256,$153,93,https://www.builderonline.com/firms/miller-and-smith
2011,2010,top100,97,Century Communities,,253,$67,N/A,https://www.builderonline.com/firms/century-communities
2011,2010,top100,98,Jagoe Homes,,250,$40,100,https://www.builderonline.com/firms/jagoe-homes
2011,2010,top100,99,The Jones Co. of Tennessee,,249,$76,128,https://www.builderonline.com/firms/the-jones-co-of-tennessee
2011,2010,top100,100,Simmons Homes,,247,$40,84,https://www.builderonline.com/firms/simmons-homes
2011,2010,next100,100,Highland Homes of Florida,,247,$46,73,https://www.builderonline.com/firms/highland-homes_1
2011,2010,next100,102,Keystone Custom Homes,,245,$66,109,https://www.builderonline.com/firms/keystone-custom-homes
2011,2010,next100,103,Buffington Homes,,243,$58,128,https://www.builderonline.com/firms/buffington-homes
2011,2010,next100,104,WCI Communities,,235,$364,32,https://www.builderonline.com/firms/wci-communities
2011,2010,next100,105,Lombardo Homes,,234,$63,97,https://www.builderonline.com/firms/lombardo-homes
2011,2010,next100,106,ForeverHome,,225,$50,N/A,https://www.builderonline.com/firms/foreverhome
2011,2010,next100,107,Westin Homes and Properties,,224,$61,125,https://www.builderonline.com/firms/westin-homes-and-properties
2011,2010,next100,108,S&A Homes,,223,$115,86,https://www.builderonline.com/firms/s-a-homes
2011,2010,next100,109,Sares-Regis Group,,222,$529,98,https://www.builderonline.com/firms/sares-regis-group
2011,2010,next100,110,Shugart Enterprises,,221,$33,112,https://www.builderonline.com/firms/shugart-enterprises
2011,2010,next100,111,West Hills Development Co.,,217,$83,91,https://www.builderonline.com/firms/west-hills-development-co
2011,2010,next100,112,The Olson Co.,,209,$55,126,https://www.builderonline.com/firms/the-olson-co
2011,2010,next100,113,Quality Built Homes,,208,$88,N/A,https://www.builderonline.com/firms/quality-built-homes
2011,2010,next100,114,Wade Jurney Homes,,207,$28,100,https://www.builderonline.com/firms/wade-jurney-homes
2011,2010,next100,114,Hills Communities,,207,$102,103,https://www.builderonline.com/firms/hills-communities
2011,2010,next100,116,Compass Pointe Homes,,205,$29,N/A,https://www.builderonline.com/firms/compass-pointe-homes
2011,2010,next100,117,Jeff Benton Homes,,204,$61,131,https://www.builderonline.com/firms/jeff-benton-homes
2011,2010,next100,118,Nichols Partnership,,201,$63,N/A,https://www.builderonline.com/firms/nichols-partnership
2011,2010,next100,119,Elliott Homes,,200,$69,108,https://www.builderonline.com/firms/elliott-homes
2011,2010,next100,120,Wathen Castanos Homes,,194,$37,N/A,https://www.builderonline.com/firms/wathen-castanos-homes
2011,2010,next100,121,Landon Homes,,190,$49,167,https://www.builderonline.com/firms/landon-homes
2011,2010,next100,121,Ryan Building Group,,190,$52,N/A,https://www.builderonline.com/firms/ryan-building-group
2011,2010,next100,123,Park Square Homes,,186,$40,119,https://www.builderonline.com/firms/park-square-homes
2011,2010,next100,123,Classic Homes,,186,$76,115,https://www.builderonline.com/firms/classic-homes
2011,2010,next100,125,Avatar Holdings,p,184,$59,107,https://www.builderonline.com/firms/avatar-holdings
2011,2010,next100,126,Grayhawk Homes,,180,$37,128,https://www.builderonline.com/firms/grayhawk-homes
2011,2010,next100,127,Beechwood Homes,,171,$91,99,https://www.builderonline.com/firms/beechwood-homes
2011,2010,next100,128,Gateway Homes,,170,$22,135,https://www.builderonline.com/firms/gateway-homes
2011,2010,next100,129,Goodall Homes,,169,$33,N/A,https://www.builderonline.com/firms/goodall-homes
2011,2010,next100,130,The Estridge Cos.,,158,$62,121,https://www.builderonline.com/firms/the-estridge-cos
2011,2010,next100,131,Traton Homes,,153,$55,155,https://www.builderonline.com/firms/traton-homes
2011,2010,next100,132,MBK Homes,,152,$70,137,https://www.builderonline.com/firms/mbk-homes
2011,2010,next100,133,Providence Homes,,151,$41,116,https://www.builderonline.com/firms/providence-homes
2011,2010,next100,134,Sumeer Homes,,149,$36,N/A,https://www.builderonline.com/firms/sumeer-homes
2011,2010,next100,134,Tempest Homes,,149,$19,149,https://www.builderonline.com/firms/tempest-homes
2011,2010,next100,134,Heritage Building Group,,149,$72,141,https://www.builderonline.com/firms/heritage-building-group
2011,2010,next100,137,SummerHill Homes,,146,$134,59,https://www.builderonline.com/firms/summerhill-homes
2011,2010,next100,137,EYA,,146,$95,133,https://www.builderonline.com/firms/eya
2011,2010,next100,139,Scott Felder Homes,,144,$41,N/A,https://www.builderonline.com/firms/scott-felder-homes
2011,2010,next100,140,Manor Homes,,143,$37,N/A,https://www.builderonline.com/firms/manor-homes
2011,2010,next100,141,Vantage Builders,,142,$30,96,https://www.builderonline.com/firms/vantage-builders
2011,2010,next100,142,2011 HHHunt Homes,,141,$160,143,https://www.builderonline.com/builder-100-listing/2011-hhhunt-homes/
